Name,BBG_Ticker,Field,Country,Category
BRITAIN 15Y Govt,GTGBP15Y Corp,YLD_CNV_MID,BRITAIN ,Rates
BRITAIN 30Y Govt,GTGBP30Y Corp,YLD_CNV_MID,BRITAIN ,Rates
FRANCE 2Y Govt,GTFRF2Y Corp,YLD_CNV_MID,FRANCE 2,Rates
FRANCE 3Y Govt,GTFRF3Y Corp,YLD_CNV_MID,FRANCE 3,Rates
FRANCE 5Y Govt,GTFRF5Y Corp,YLD_CNV_MID,FRANCE 5,Rates
FRANCE 7Y Govt,GTFRF7Y Corp,YLD_CNV_MID,FRANCE 7,Rates
FRANCE 10Y Govt,GTFRF10Y Corp,YLD_CNV_MID,FRANCE 1,Rates
FRANCE 15Y Govt,GTFRF15Y Corp,YLD_CNV_MID,FRANCE 1,Rates
FRANCE 30Y Govt,GTFRF30Y Corp,YLD_CNV_MID,FRANCE 3,Rates
SAUDI ARABIA 2Y Govt,KSA GB 2Y Corp,YLD_CNV_MID,SAUDI AR,Rates
SAUDI ARABIA 3Y Govt,KSA GB 3Y Corp,YLD_CNV_MID,SAUDI AR,Rates
SAUDI ARABIA 5Y Govt,KSA GB 5Y Corp,YLD_CNV_MID,SAUDI AR,Rates
SAUDI ARABIA 10Y Govt,KSA GB 10Y Corp,YLD_CNV_MID,SAUDI AR,Rates
SAUDI ARABIA 30Y Govt,KSA GB 30Y Corp,YLD_CNV_MID,SAUDI AR,Rates
RUSSIA 2Y Govt,GTUSDRU2Y Corp,YLD_CNV_MID,RUSSIA 2,Rates
RUSSIA 10Y Govt,GTUSDRU10Y Corp,YLD_CNV_MID,RUSSIA 1,Rates
TURKEY 2Y Govt,GTUSDTR2Y Corp,YLD_CNV_MID,TURKEY 2,Rates
TURKEY 3Y Govt,GTUSDTR3Y Corp,YLD_CNV_MID,TURKEY 3,Rates
TURKEY 5Y Govt,GTUSDTR5Y Corp,YLD_CNV_MID,TURKEY 5,Rates
TURKEY 7Y Govt,GTUSDTR7Y Corp,YLD_CNV_MID,TURKEY 7,Rates
TURKEY 10Y Govt,GTUSDTR10Y Corp,YLD_CNV_MID,TURKEY 1,Rates
TURKEY 15Y Govt,GTUSDTR15Y Corp,YLD_CNV_MID,TURKEY 1,Rates
DENMARK 2Y Govt,GTDKK2Y Corp,YLD_CNV_MID,DENMARK ,Rates
DENMARK 10Y Govt,GTDKK10Y Corp,YLD_CNV_MID,DENMARK ,Rates
DENMARK 15Y Govt,GTDKK15Y Corp,YLD_CNV_MID,DENMARK ,Rates
DENMARK 30Y Govt,GTDKK30Y Corp,YLD_CNV_MID,DENMARK ,Rates
IRELAND 2Y Govt,GTIEP2Y Corp,YLD_CNV_MID,IRELAND ,Rates
IRELAND 3Y Govt,GTIEP3Y Corp,YLD_CNV_MID,IRELAND ,Rates
IRELAND 5Y Govt,GTIEP5Y Corp,YLD_CNV_MID,IRELAND ,Rates
IRELAND 7Y Govt,GTIEP7Y Corp,YLD_CNV_MID,IRELAND ,Rates
IRELAND 10Y Govt,GTIEP10Y Corp,YLD_CNV_MID,IRELAND ,Rates
IRELAND 15Y Govt,GTIEP15Y Corp,YLD_CNV_MID,IRELAND ,Rates
IRELAND 30Y Govt,GTIEP30Y Corp,YLD_CNV_MID,IRELAND ,Rates
POLAND 2Y Govt,GTPLN2Y Corp,YLD_CNV_MID,POLAND 2,Rates
POLAND 3Y Govt,GTPLN3Y Corp,YLD_CNV_MID,POLAND 3,Rates
POLAND 5Y Govt,GTPLN5Y Corp,YLD_CNV_MID,POLAND 5,Rates
POLAND 7Y Govt,GTPLN7Y Corp,YLD_CNV_MID,POLAND 7,Rates
POLAND 10Y Govt,GTPLN10Y Corp,YLD_CNV_MID,POLAND 1,Rates
ROMANIA 2Y Govt,GTRON2Y Corp,YLD_CNV_MID,ROMANIA ,Rates
ROMANIA 3Y Govt,GTRON3Y Corp,YLD_CNV_MID,ROMANIA ,Rates
ROMANIA 5Y Govt,GTRON5Y Corp,YLD_CNV_MID,ROMANIA ,Rates
ROMANIA 7Y Govt,GTRON7Y Corp,YLD_CNV_MID,ROMANIA ,Rates
ROMANIA 10Y Govt,GTRON10Y Corp,YLD_CNV_MID,ROMANIA ,Rates
ROMANIA 15Y Govt,GTRON15Y Corp,YLD_CNV_MID,ROMANIA ,Rates
ISRAEL 2Y Govt,GTILS2Y Corp,YLD_CNV_MID,ISRAEL 2,Rates
ISRAEL 3Y Govt,GTILS3Y Corp,YLD_CNV_MID,ISRAEL 3,Rates
ISRAEL 5Y Govt,GTILS5Y Corp,YLD_CNV_MID,ISRAEL 5,Rates
ISRAEL 10Y Govt,GTILS10Y Corp,YLD_CNV_MID,ISRAEL 1,Rates
ISRAEL 30Y Govt,GTILS30Y Corp,YLD_CNV_MID,ISRAEL 3,Rates
SPAIN 2Y Govt,GTESP2Y Corp,YLD_CNV_MID,SPAIN 2Y,Rates
SPAIN 3Y Govt,GTESP3Y Corp,YLD_CNV_MID,SPAIN 3Y,Rates
SPAIN 5Y Govt,GTESP5Y Corp,YLD_CNV_MID,SPAIN 5Y,Rates
SPAIN 7Y Govt,GTESP7Y Corp,YLD_CNV_MID,SPAIN 7Y,Rates
SPAIN 10Y Govt,GTESP10Y Corp,YLD_CNV_MID,SPAIN 10,Rates
SPAIN 15Y Govt,GTESP15Y Corp,YLD_CNV_MID,SPAIN 15,Rates
SPAIN 30Y Govt,GTESP30Y Corp,YLD_CNV_MID,SPAIN 30,Rates
GERMANY 2Y Govt,GTDEM2Y Corp,YLD_CNV_MID,GERMANY ,Rates
GERMANY 3Y Govt,GTDEM3Y Corp,YLD_CNV_MID,GERMANY ,Rates
GERMANY 5Y Govt,GTDEM5Y Corp,YLD_CNV_MID,GERMANY ,Rates
GERMANY 7Y Govt,GTDEM7Y Corp,YLD_CNV_MID,GERMANY ,Rates
GERMANY 10Y Govt,GTDEM10Y Corp,YLD_CNV_MID,GERMANY ,Rates
GERMANY 15Y Govt,GTDEM15Y Corp,YLD_CNV_MID,GERMANY ,Rates
GERMANY 30Y Govt,GTDEM30Y Corp,YLD_CNV_MID,GERMANY ,Rates
SNAT 2Y Govt,EU GB 2Y Corp,YLD_CNV_MID,SNAT 2Y ,Rates
SNAT 3Y Govt,EU GB 3Y Corp,YLD_CNV_MID,SNAT 3Y ,Rates
SNAT 5Y Govt,EU GB 5Y Corp,YLD_CNV_MID,SNAT 5Y ,Rates
SNAT 7Y Govt,EU GB 7Y Corp,YLD_CNV_MID,SNAT 7Y ,Rates
SNAT 10Y Govt,EU GB 10Y Corp,YLD_CNV_MID,SNAT 10Y,Rates
SNAT 15Y Govt,EU GB 15Y Corp,YLD_CNV_MID,SNAT 15Y,Rates
SNAT 30Y Govt,EU GB 30Y Corp,YLD_CNV_MID,SNAT 30Y,Rates
AUSTRIA 2Y Govt,GTATS2Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
AUSTRIA 3Y Govt,GTATS3Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
AUSTRIA 5Y Govt,GTATS5Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
AUSTRIA 7Y Govt,GTATS7Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
AUSTRIA 10Y Govt,GTATS10Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
AUSTRIA 15Y Govt,GTATS15Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
AUSTRIA 30Y Govt,GTATS30Y Corp,YLD_CNV_MID,AUSTRIA ,Rates
LATVIA 2Y Govt,GTLVL2Y Corp,YLD_CNV_MID,LATVIA 2,Rates
LATVIA 3Y Govt,GTLVL3Y Corp,YLD_CNV_MID,LATVIA 3,Rates
LATVIA 4Y Govt,GTLVL4Y Corp,YLD_CNV_MID,LATVIA 4,Rates
LATVIA 5Y Govt,GTLVL5Y Corp,YLD_CNV_MID,LATVIA 5,Rates
LATVIA 7Y Govt,GTLVL7Y Corp,YLD_CNV_MID,LATVIA 7,Rates
LATVIA 10Y Govt,GTLVL10Y Corp,YLD_CNV_MID,LATVIA 1,Rates
LATVIA 15Y Govt,GTLVL15Y Corp,YLD_CNV_MID,LATVIA 1,Rates
NORWAY 2Y Govt,GTNOK2Y Corp,YLD_CNV_MID,NORWAY 2,Rates
NORWAY 3Y Govt,GTNOK3Y Corp,YLD_CNV_MID,NORWAY 3,Rates
NORWAY 5Y Govt,GTNOK5Y Corp,YLD_CNV_MID,NORWAY 5,Rates
NORWAY 7Y Govt,GTNOK7Y Corp,YLD_CNV_MID,NORWAY 7,Rates
NORWAY 10Y Govt,GTNOK10Y Corp,YLD_CNV_MID,NORWAY 1,Rates
NORWAY 15Y Govt,GTNOK15Y Corp,YLD_CNV_MID,NORWAY 1,Rates
RUSSIA 2Y Govt,GTRUB2Y Corp,YLD_CNV_MID,RUSSIA 2,Rates
RUSSIA 3Y Govt,GTRUB3Y Corp,YLD_CNV_MID,RUSSIA 3,Rates
RUSSIA 5Y Govt,GTRUB5Y Corp,YLD_CNV_MID,RUSSIA 5,Rates
RUSSIA 7Y Govt,GTRUB7Y Corp,YLD_CNV_MID,RUSSIA 7,Rates
RUSSIA 10Y Govt,GTRUB10Y Corp,YLD_CNV_MID,RUSSIA 1,Rates
RUSSIA 15Y Govt,GTRUB15Y Corp,YLD_CNV_MID,RUSSIA 1,Rates
TURKEY 2Y Govt,GTTRY2Y Corp,YLD_CNV_MID,TURKEY 2,Rates
TURKEY 3Y Govt,GTTRY3Y Corp,YLD_CNV_MID,TURKEY 3,Rates
TURKEY 5Y Govt,GTTRY5Y Corp,YLD_CNV_MID,TURKEY 5,Rates
TURKEY 10Y Govt,GTTRY10Y Corp,YLD_CNV_MID,TURKEY 1,Rates
SOUTH AFRICA 2Y Govt,GTZAR2Y Corp,YLD_CNV_MID,SOUTH AF,Rates
SOUTH AFRICA 5Y Govt,GTZAR5Y Corp,YLD_CNV_MID,SOUTH AF,Rates
SOUTH AFRICA 7Y Govt,GTZAR7Y Corp,YLD_CNV_MID,SOUTH AF,Rates
SOUTH AFRICA 10Y Govt,GTZAR10Y Corp,YLD_CNV_MID,SOUTH AF,Rates
SOUTH AFRICA 15Y Govt,GTZAR15Y Corp,YLD_CNV_MID,SOUTH AF,Rates
SOUTH AFRICA 30Y Govt,GTZAR30Y Corp,YLD_CNV_MID,SOUTH AF,Rates
GREECE 2Y Govt,GTGRD2Y Corp,YLD_CNV_MID,GREECE 2,Rates
GREECE 3Y Govt,GTGRD3Y Corp,YLD_CNV_MID,GREECE 3,Rates
GREECE 5Y Govt,GTGRD5Y Corp,YLD_CNV_MID,GREECE 5,Rates
GREECE 7Y Govt,GTGRD7Y Corp,YLD_CNV_MID,GREECE 7,Rates
GREECE 10Y Govt,GTGRD10Y Corp,YLD_CNV_MID,GREECE 1,Rates
GREECE 15Y Govt,GTGRD15Y Corp,YLD_CNV_MID,GREECE 1,Rates
GREECE 30Y Govt,GTGRD30Y Corp,YLD_CNV_MID,GREECE 3,Rates
ITALY 2Y Govt,GTITL2Y Corp,YLD_CNV_MID,ITALY 2Y,Rates
ITALY 3Y Govt,GTITL3Y Corp,YLD_CNV_MID,ITALY 3Y,Rates
ITALY 5Y Govt,GTITL5Y Corp,YLD_CNV_MID,ITALY 5Y,Rates
ITALY 7Y Govt,GTITL7Y Corp,YLD_CNV_MID,ITALY 7Y,Rates
ITALY 10Y Govt,GTITL10Y Corp,YLD_CNV_MID,ITALY 10,Rates
ITALY 15Y Govt,GTITL15Y Corp,YLD_CNV_MID,ITALY 15,Rates
ITALY 30Y Govt,GTITL30Y Corp,YLD_CNV_MID,ITALY 30,Rates
SWEDEN 2Y Govt,GTSEK2Y Corp,YLD_CNV_MID,SWEDEN 2,Rates
SWEDEN 5Y Govt,GTSEK5Y Corp,YLD_CNV_MID,SWEDEN 5,Rates
SWEDEN 7Y Govt,GTSEK7Y Corp,YLD_CNV_MID,SWEDEN 7,Rates
SWEDEN 10Y Govt,GTSEK10Y Corp,YLD_CNV_MID,SWEDEN 1,Rates
SWEDEN 15Y Govt,GTSEK15Y Corp,YLD_CNV_MID,SWEDEN 1,Rates
BELGIUM 2Y Govt,GTBEF2Y Corp,YLD_CNV_MID,BELGIUM ,Rates
BELGIUM 3Y Govt,GTBEF3Y Corp,YLD_CNV_MID,BELGIUM ,Rates
BELGIUM 5Y Govt,GTBEF5Y Corp,YLD_CNV_MID,BELGIUM ,Rates
BELGIUM 7Y Govt,GTBEF7Y Corp,YLD_CNV_MID,BELGIUM ,Rates
BELGIUM 10Y Govt,GTBEF10Y Corp,YLD_CNV_MID,BELGIUM ,Rates
BELGIUM 15Y Govt,GTBEF15Y Corp,YLD_CNV_MID,BELGIUM ,Rates
BELGIUM 30Y Govt,GTBEF30Y Corp,YLD_CNV_MID,BELGIUM ,Rates
FINLAND 2Y Govt,GTFIM2Y Corp,YLD_CNV_MID,FINLAND ,Rates
FINLAND 3Y Govt,GTFIM3Y Corp,YLD_CNV_MID,FINLAND ,Rates
FINLAND 5Y Govt,GTFIM5Y Corp,YLD_CNV_MID,FINLAND ,Rates
FINLAND 7Y Govt,GTFIM7Y Corp,YLD_CNV_MID,FINLAND ,Rates
FINLAND 10Y Govt,GTFIM10Y Corp,YLD_CNV_MID,FINLAND ,Rates
FINLAND 15Y Govt,GTFIM15Y Corp,YLD_CNV_MID,FINLAND ,Rates
FINLAND 30Y Govt,GTFIM30Y Corp,YLD_CNV_MID,FINLAND ,Rates
HUNGARY 3Y Govt,GTHUF3Y Corp,YLD_CNV_MID,HUNGARY ,Rates
HUNGARY 5Y Govt,GTHUF5Y Corp,YLD_CNV_MID,HUNGARY ,Rates
HUNGARY 10Y Govt,GTHUF10Y Corp,YLD_CNV_MID,HUNGARY ,Rates
HUNGARY 15Y Govt,GTHUF15Y Corp,YLD_CNV_MID,HUNGARY ,Rates
LITHUANIA 2Y Govt,GTEURLT2Y Corp,YLD_CNV_MID,LITHUANI,Rates
LITHUANIA 3Y Govt,GTEURLT3Y Corp,YLD_CNV_MID,LITHUANI,Rates
LITHUANIA 4Y Govt,GTEURLT4Y Corp,YLD_CNV_MID,LITHUANI,Rates
LITHUANIA 5Y Govt,GTEURLT5Y Corp,YLD_CNV_MID,LITHUANI,Rates
LITHUANIA 7Y Govt,GTEURLT7Y Corp,YLD_CNV_MID,LITHUANI,Rates
LITHUANIA 10Y Govt,GTEURLT10Y Corp,YLD_CNV_MID,LITHUANI,Rates
LITHUANIA 30Y Govt,GTEURLT30Y Corp,YLD_CNV_MID,LITHUANI,Rates
NIGERIA 2Y Govt,GTNGN2Y Corp,YLD_CNV_MID,NIGERIA ,Rates
NIGERIA 3Y Govt,GTNGN3Y Corp,YLD_CNV_MID,NIGERIA ,Rates
NIGERIA 5Y Govt,GTNGN5Y Corp,YLD_CNV_MID,NIGERIA ,Rates
NIGERIA 7Y Govt,GTNGN7Y Corp,YLD_CNV_MID,NIGERIA ,Rates
NIGERIA 10Y Govt,GTNGN10Y Corp,YLD_CNV_MID,NIGERIA ,Rates
NIGERIA 15Y Govt,GTNGN15Y Corp,YLD_CNV_MID,NIGERIA ,Rates
NIGERIA 30Y Govt,GTNGN30Y Corp,YLD_CNV_MID,NIGERIA ,Rates
SLOVAKIA 2Y Govt,GTSKK2Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVAKIA 3Y Govt,GTSKK3Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVAKIA 5Y Govt,GTSKK5Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVAKIA 7Y Govt,GTSKK7Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVAKIA 10Y Govt,GTSKK10Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVAKIA 15Y Govt,GTSKK15Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVAKIA 30Y Govt,GTSKK30Y Corp,YLD_CNV_MID,SLOVAKIA,Rates
SLOVENIA 2Y Govt,GTSIT2Y Corp,YLD_CNV_MID,SLOVENIA,Rates
SLOVENIA 3Y Govt,GTSIT3Y Corp,YLD_CNV_MID,SLOVENIA,Rates
SLOVENIA 5Y Govt,GTSIT5Y Corp,YLD_CNV_MID,SLOVENIA,Rates
SLOVENIA 7Y Govt,GTSIT7Y Corp,YLD_CNV_MID,SLOVENIA,Rates
SLOVENIA 10Y Govt,GTSIT10Y Corp,YLD_CNV_MID,SLOVENIA,Rates
SLOVENIA 15Y Govt,GTSIT15Y Corp,YLD_CNV_MID,SLOVENIA,Rates
SLOVENIA 30Y Govt,GTSIT30Y Corp,YLD_CNV_MID,SLOVENIA,Rates
PORTUGAL 2Y Govt,GTPTE2Y Corp,YLD_CNV_MID,PORTUGAL,Rates
PORTUGAL 3Y Govt,GTPTE3Y Corp,YLD_CNV_MID,PORTUGAL,Rates
PORTUGAL 5Y Govt,GTPTE5Y Corp,YLD_CNV_MID,PORTUGAL,Rates
PORTUGAL 7Y Govt,GTPTE7Y Corp,YLD_CNV_MID,PORTUGAL,Rates
PORTUGAL 10Y Govt,GTPTE10Y Corp,YLD_CNV_MID,PORTUGAL,Rates
PORTUGAL 15Y Govt,GTPTE15Y Corp,YLD_CNV_MID,PORTUGAL,Rates
PORTUGAL 30Y Govt,GTPTE30Y Corp,YLD_CNV_MID,PORTUGAL,Rates
SWITZERLAND 2Y Govt,GTCHF2Y Corp,YLD_CNV_MID,SWITZERL,Rates
SWITZERLAND 3Y Govt,GTCHF3Y Corp,YLD_CNV_MID,SWITZERL,Rates
SWITZERLAND 5Y Govt,GTCHF5Y Corp,YLD_CNV_MID,SWITZERL,Rates
SWITZERLAND 7Y Govt,GTCHF7Y Corp,YLD_CNV_MID,SWITZERL,Rates
SWITZERLAND 10Y Govt,GTCHF10Y Corp,YLD_CNV_MID,SWITZERL,Rates
SWITZERLAND 15Y Govt,GTCHF15Y Corp,YLD_CNV_MID,SWITZERL,Rates
SWITZERLAND 30Y Govt,GTCHF30Y Corp,YLD_CNV_MID,SWITZERL,Rates
UKRAINE 5Y Govt,GTUAH5Y Corp,YLD_CNV_MID,UKRAINE ,Rates
UKRAINE 10Y Govt,GTUAH10Y Corp,YLD_CNV_MID,UKRAINE ,Rates
QATAR 3Y Govt,QATAR GB 3Y Corp,YLD_CNV_MID,QATAR 3Y,Rates
QATAR 5Y Govt,QATAR GB 5Y Corp,YLD_CNV_MID,QATAR 5Y,Rates
QATAR 10Y Govt,QATAR GB 10Y Corp,YLD_CNV_MID,QATAR 10,Rates
QATAR 15Y Govt,QATAR GB 15Y Corp,YLD_CNV_MID,QATAR 15,Rates
COSTA RICA 2Y Govt,GTCRC2Y Corp,YLD_CNV_MID,COSTA RI,Rates
COSTA RICA 5Y Govt,GTCRC5Y Corp,YLD_CNV_MID,COSTA RI,Rates
COSTA RICA 30Y Govt,GTCRC30Y Corp,YLD_CNV_MID,COSTA RI,Rates
COLOMBIA 5Y Govt,GTUSDCO5Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 10Y Govt,GTUSDCO10Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 15Y Govt,GTUSDCO15Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 30Y Govt,GTUSDCO30Y Corp,YLD_CNV_MID,COLOMBIA,Rates
BRAZIL 2Y Govt,GTUSDBR2Y Corp,YLD_CNV_MID,BRAZIL 2,Rates
BRAZIL 3Y Govt,GTUSDBR3Y Corp,YLD_CNV_MID,BRAZIL 3,Rates
BRAZIL 5Y Govt,GTUSDBR5Y Corp,YLD_CNV_MID,BRAZIL 5,Rates
BRAZIL 7Y Govt,GTUSDBR7Y Corp,YLD_CNV_MID,BRAZIL 7,Rates
BRAZIL 10Y Govt,GTUSDBR10Y Corp,YLD_CNV_MID,BRAZIL 1,Rates
BRAZIL 15Y Govt,GTUSDBR15Y Corp,YLD_CNV_MID,BRAZIL 1,Rates
BRAZIL 30Y Govt,GTUSDBR30Y Corp,YLD_CNV_MID,BRAZIL 3,Rates
CANADA 2Y Govt,GTCAD2Y Corp,YLD_CNV_MID,CANADA 2,Rates
CANADA 3Y Govt,GTCAD3Y Corp,YLD_CNV_MID,CANADA 3,Rates
CANADA 4Y Govt,GTCAD4Y Corp,YLD_CNV_MID,CANADA 4,Rates
CANADA 5Y Govt,GTCAD5Y Corp,YLD_CNV_MID,CANADA 5,Rates
CANADA 7Y Govt,GTCAD7Y Corp,YLD_CNV_MID,CANADA 7,Rates
CANADA 10Y Govt,GTCAD10Y Corp,YLD_CNV_MID,CANADA 1,Rates
CANADA 30Y Govt,GTCAD30Y Corp,YLD_CNV_MID,CANADA 3,Rates
MEXICO 2Y Govt,GTMXN2Y Corp,YLD_CNV_MID,MEXICO 2,Rates
MEXICO 3Y Govt,GTMXN3Y Corp,YLD_CNV_MID,MEXICO 3,Rates
MEXICO 5Y Govt,GTMXN5Y Corp,YLD_CNV_MID,MEXICO 5,Rates
MEXICO 10Y Govt,GTMXN10Y Corp,YLD_CNV_MID,MEXICO 1,Rates
MEXICO 15Y Govt,GTMXN15Y Corp,YLD_CNV_MID,MEXICO 1,Rates
MEXICO 30Y Govt,GTMXN30Y Corp,YLD_CNV_MID,MEXICO 3,Rates
VENEZUELA 2Y Govt,GTUSDVE2Y Corp,YLD_CNV_MID,VENEZUEL,Rates
VENEZUELA 3Y Govt,GTUSDVE3Y Corp,YLD_CNV_MID,VENEZUEL,Rates
VENEZUELA 10Y Govt,GTUSDVE10Y Corp,YLD_CNV_MID,VENEZUEL,Rates
VENEZUELA 15Y Govt,GTUSDVE15Y Corp,YLD_CNV_MID,VENEZUEL,Rates
MEXICO 2Y Govt,GTUSDMX2Y Corp,YLD_CNV_MID,MEXICO 2,Rates
MEXICO 3Y Govt,GTUSDMX3Y Corp,YLD_CNV_MID,MEXICO 3,Rates
MEXICO 5Y Govt,GTUSDMX5Y Corp,YLD_CNV_MID,MEXICO 5,Rates
MEXICO 7Y Govt,GTUSDMX7Y Corp,YLD_CNV_MID,MEXICO 7,Rates
MEXICO 10Y Govt,GTUSDMX10Y Corp,YLD_CNV_MID,MEXICO 1,Rates
MEXICO 15Y Govt,GTUSDMX15Y Corp,YLD_CNV_MID,MEXICO 1,Rates
MEXICO 30Y Govt,GTUSDMX30Y Corp,YLD_CNV_MID,MEXICO 3,Rates
BRAZIL 2Y Govt,GTBRL2Y Corp,YLD_CNV_MID,BRAZIL 2,Rates
BRAZIL 3Y Govt,GTBRL3Y Corp,YLD_CNV_MID,BRAZIL 3,Rates
BRAZIL 5Y Govt,GTBRL5Y Corp,YLD_CNV_MID,BRAZIL 5,Rates
BRAZIL 10Y Govt,GTBRL10Y Corp,YLD_CNV_MID,BRAZIL 1,Rates
UNITED STATES 2Y Govt,GTUSD2Y Govt,YLD_CNV_MID,UNITED S,Rates
UNITED STATES 3Y Govt,GTUSD3Y Govt,YLD_CNV_MID,UNITED S,Rates
UNITED STATES 5Y Govt,GTUSD5Y Govt,YLD_CNV_MID,UNITED S,Rates
UNITED STATES 7Y Govt,GTUSD7Y Govt,YLD_CNV_MID,UNITED S,Rates
UNITED STATES 10Y Govt,GTUSD10Y Govt,YLD_CNV_MID,UNITED S,Rates
UNITED STATES 20Y Govt,GTUSD20Y Govt,YLD_CNV_MID,UNITED S,Rates
UNITED STATES 30Y Govt,GTUSD30Y Govt,YLD_CNV_MID,UNITED S,Rates
PERU 2Y Govt,GTUSDPE2Y Corp,YLD_CNV_MID,PERU 2Y ,Rates
PERU 5Y Govt,GTUSDPE5Y Corp,YLD_CNV_MID,PERU 5Y ,Rates
PERU 10Y Govt,GTUSDPE10Y Corp,YLD_CNV_MID,PERU 10Y,Rates
PERU 15Y Govt,GTUSDPE15Y Corp,YLD_CNV_MID,PERU 15Y,Rates
PERU 30Y Govt,GTUSDPE30Y Corp,YLD_CNV_MID,PERU 30Y,Rates
CHILE 2Y Govt,GTUSDCL2Y Corp,YLD_CNV_MID,CHILE 2Y,Rates
CHILE 3Y Govt,GTUSDCL3Y Corp,YLD_CNV_MID,CHILE 3Y,Rates
CHILE 5Y Govt,GTUSDCL5Y Corp,YLD_CNV_MID,CHILE 5Y,Rates
CHILE 7Y Govt,GTUSDCL7Y Corp,YLD_CNV_MID,CHILE 7Y,Rates
CHILE 10Y Govt,GTUSDCL10Y Corp,YLD_CNV_MID,CHILE 10,Rates
CHILE 30Y Govt,GTUSDCL30Y Corp,YLD_CNV_MID,CHILE 30,Rates
PERU 2Y Govt,GTPEN2Y Corp,YLD_CNV_MID,PERU 2Y ,Rates
PERU 5Y Govt,GTPEN5Y Corp,YLD_CNV_MID,PERU 5Y ,Rates
PERU 7Y Govt,GTPEN7Y Corp,YLD_CNV_MID,PERU 7Y ,Rates
PERU 10Y Govt,GTPEN10Y Corp,YLD_CNV_MID,PERU 10Y,Rates
PERU 15Y Govt,GTPEN15Y Corp,YLD_CNV_MID,PERU 15Y,Rates
PERU 30Y Govt,GTPEN30Y Corp,YLD_CNV_MID,PERU 30Y,Rates
CHILE 2Y Govt,GTCLP2Y Corp,YLD_CNV_MID,CHILE 2Y,Rates
CHILE 5Y Govt,GTCLP5Y Corp,YLD_CNV_MID,CHILE 5Y,Rates
CHILE 10Y Govt,GTCLP10Y Corp,YLD_CNV_MID,CHILE 10,Rates
CHILE 30Y Govt,GTCLP30Y Corp,YLD_CNV_MID,CHILE 30,Rates
PANAMA 2Y Govt,GTPAB2Y Corp,YLD_CNV_MID,PANAMA 2,Rates
PANAMA 3Y Govt,GTPAB3Y Corp,YLD_CNV_MID,PANAMA 3,Rates
PANAMA 5Y Govt,GTPAB5Y Corp,YLD_CNV_MID,PANAMA 5,Rates
PANAMA 7Y Govt,GTPAB7Y Corp,YLD_CNV_MID,PANAMA 7,Rates
PANAMA 10Y Govt,GTPAB10Y Corp,YLD_CNV_MID,PANAMA 1,Rates
PANAMA 30Y Govt,GTPAB30Y Corp,YLD_CNV_MID,PANAMA 3,Rates
ARGENTINA 5Y Govt,ARGENT GB 5Y Corp,YLD_CNV_MID,ARGENTIN,Rates
ARGENTINA 10Y Govt,ARGENT GB 10Y Corp,YLD_CNV_MID,ARGENTIN,Rates
ARGENTINA 15Y Govt,ARGENT GB 15Y Corp,YLD_CNV_MID,ARGENTIN,Rates
COLOMBIA 2Y Govt,GTCOP2Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 3Y Govt,GTCOP3Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 5Y Govt,GTCOP5Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 7Y Govt,GTCOP7Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 10Y Govt,GTCOP10Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 15Y Govt,GTCOP15Y Corp,YLD_CNV_MID,COLOMBIA,Rates
COLOMBIA 30Y Govt,GTCOP30Y Corp,YLD_CNV_MID,COLOMBIA,Rates
PHILIPPINES 2Y Govt,GTUSDPH2Y Corp,YLD_CNV_MID,PHILIPPI,Rates
PHILIPPINES 3Y Govt,GTUSDPH3Y Corp,YLD_CNV_MID,PHILIPPI,Rates
PHILIPPINES 5Y Govt,GTUSDPH5Y Corp,YLD_CNV_MID,PHILIPPI,Rates
PHILIPPINES 7Y Govt,GTUSDPH7Y Corp,YLD_CNV_MID,PHILIPPI,Rates
PHILIPPINES 10Y Govt,GTUSDPH10Y Corp,YLD_CNV_MID,PHILIPPI,Rates
PHILIPPINES 15Y Govt,GTUSDPH15Y Corp,YLD_CNV_MID,PHILIPPI,Rates
PHILIPPINES 2Y Govt,GTPHP2Y Corp,YLD_CNV_MID,PHILIPPI,Rates
